"Account","Date","Merchant","Description","Amount","Type","Category","Sub-category","Property","Unit","Notes"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 23, 2026","Hospitable, Inc","Hospitable, Inc  |  PAYOUT","27.74","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 23, 2026","Purchase from MORGAN LINEN SERVICES  |  Address: 518-465-3337, NY, US  |  **4425 #4","Purchase from MORGAN LINEN SERVICES  |  Address: 518-465-3337, NY, US  |  **4425","-192.89","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 23, 2026","Purchase from MORGAN LINEN SERVICES  |  Address: 518-465-3337, NY, US  |  **4425 #3","Purchase from MORGAN LINEN SERVICES  |  Address: 518-465-3337, NY, US  |  **4425","-160.74","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","90 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 23, 2026","Purchase from MORGAN LINEN SERVICES  |  Address: 518-465-3337, NY, US  |  **4425 #2","Purchase from MORGAN LINEN SERVICES  |  Address: 518-465-3337, NY, US  |  **4425","-160.74","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","86 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 23, 2026","Purchase from MORGAN LINEN SERVICES  |  Address: 518-465-3337, NY, US  |  **4425 #1","Purchase from MORGAN LINEN SERVICES  |  Address: 518-465-3337, NY, US  |  **4425","-128.59","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","84 Madison Ave","","*SPLIT*"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 23, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  DY6YH2QUHD","423.28","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lofty Holding 1518 Dille Road DAO LLC - Ohio 3-Prop-1321 Allendale Ave Operations-1138","January 23, 2026","STRIPE","STRIPE  |  M24T5K:UTW","166.4","Revenue","Rents","Long Term Rents","1321 Allendale Ave","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","January 23, 2026","Kyle Leese  |  TRANSFER_OUT","Kyle Leese  |  TRANSFER_OUT","-273.86","Loan Payments & Capex","Other Loan Payments","General Loan Payments & Capex","86 Madison Ave","","Capital Call 9000 6/25/25"
"ECO Systems, LLC-ECO Systems Operations-2624","January 23, 2026","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","-7.48","Operating Expenses","Utilities","Water & Sewer","3560 Saint Albans Rd","","PWSD Water Bill Final"
"Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC-Lofty Holding 7542 & 7656 S Colfax Ave Operations-9094","January 23, 2026","Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC  |  INTERNAL_TRANSFER","1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","7542 S Colfax Ave","",""
"Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC-7542 & 7656 S Colfax Ave Reserves-1057","January 23, 2026","Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC  |  INTERNAL_TRANSFER","-1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","7542 S Colfax Ave","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","January 23, 2026","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","800","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 23, 2026","Amazon.com*1J4JV5IQ3","Purchase from Amazon.com*1J4JV5IQ3  |  Address: Amzn.com/bill, WA, US  |  **2577","-41.04","Operating Expenses","Supplies","General Operating Expenses","88 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","January 23, 2026","OSC - RISK SECURE","Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **4225","-277.74","Operating Expenses","Insurance","Rental Dwelling","12028 Wade Park Ave","",""
"ECO Systems, LLC-Aligned Operations-5957","January 23, 2026","OSC - RISK SECURE","Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **1327","-237.3","Operating Expenses","Insurance","Rental Dwelling","26931 Shoreview Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","January 23, 2026","OSC - RISK SECURE","Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **4225","-277.74","Operating Expenses","Insurance","Rental Dwelling","12028 Wade Park Ave","",""
"Lofty Holding 1518 Dille Road DAO LLC - Ohio 3-Prop-1518 Dille Rd Operations-9343","January 23, 2026","OSC - RISK SECURE","Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **0827","-42","Operating Expenses","Insurance","Rental Dwelling","1258 Lily St","",""
"Lofty Holding 1518 Dille Road DAO LLC - Ohio 3-Prop-1518 Dille Rd Operations-9343","January 23, 2026","OSC - RISK SECURE","Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **0827","-78.11","Operating Expenses","Insurance","Rental Dwelling","1321 Allendale Ave","",""
"Lofty Holding 1518 Dille Road DAO LLC - Ohio 3-Prop-1518 Dille Rd Operations-9343","January 23, 2026","OSC - RISK SECURE","Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **0827","-171.03","Operating Expenses","Insurance","Rental Dwelling","1518 Dille Rd","",""
"Lofty Holding 9919 S Oglesby Avenue DAO LLC-9919 S Oglesby Ave Operations-6771","January 23, 2026","OSC - RISK SECURE","Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **2376","-222.9","Operating Expenses","Insurance","Rental Dwelling","9919 S Oglesby Ave","",""
"Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC-Lofty Holding 7542 & 7656 S Colfax Ave Operations-9094","January 22, 2026","THE HOME DEPOT #","Purchase from THE HOME DEPOT #  |  Address: CHICAGO, IL, US  |  **0906","-169.07","Operating Expenses","Repairs","Repairs Supplies","7542 S Colfax Ave","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","January 22, 2026","Hospitable, Inc","Hospitable, Inc  |  PAYOUT","185.42","Revenue","Rents","Short Term Rents","90 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","January 22, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  H7ZVF6ZAES","419.05","Revenue","Rents","Short Term Rents","84 Madison Ave","",""
"Lofty Holding 25 Circle Drive DAO LLC-25 Circle Dr Operations-8274","January 22, 2026","STRIPE","STRIPE  |  GVK37S:REN","850","Revenue","Rents","Long Term Rents","25 Circle Dr","",""
"Lofty Holding 566 Nash Street DAO LLC-566 Nash St Operations-1505","January 22, 2026","STRIPE","STRIPE  |  BBNP22:REN","827.05","Revenue","Rents","Long Term Rents","566 Nash St","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","January 22, 2026","STRIPE","STRIPE  |  2CPF57:REN","1086.3","Revenue","Rents","Long Term Rents"," 8143 S Sangamon St.","",""
"ECO Systems, LLC-Aligned Operations-5957","January 22, 2026","STRIPE","STRIPE  |  Z9XVHS:REN","805.5","Revenue","Rents","Long Term Rents","1258 Lily St","",""
"Lofty Holding 566 Nash Street DAO LLC-566 Nash St Operations-1505","January 22, 2026","STRIPE","STRIPE  |  BBNFM4:REN","827.05","Revenue","Rents","Long Term Rents","566 Nash St","",""
"Manually Added- ECO Systems, LLC-Aligned Operations-5957","January 21, 2026","Aligned Properti  |  WEB PMTS #2","Aligned Properti  |  WEB PMTS","-200","Operating Expenses","Taxes","Tax Licenses & Registrations","4920 E 110th St","",""
"Manually Added- ECO Systems, LLC-Aligned Operations-5957","January 21, 2026","Aligned Properti  |  WEB PMTS #1","Aligned Properti  |  WEB PMTS","-300","Operating Expenses","Utilities","Water & Sewer","4920 E 110th St","",""
"ECO Systems, LLC-ECO Systems Operations-2624","January 21, 2026","VENMO *Luis Avila","VENMO *Luis Avila, New York, NY, US  |  **4225","-75","Operating Expenses","Repairs","Appliance Repairs","428 Cross St.","Unit 3","Unit 3 Fridge Replacement Delivery"
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","January 21, 2026","TRACTOR SUPPLY C","Purchase from TRACTOR SUPPLY C  |  Address: GUILDERLAND, NY, US  |  **1539","-107.9","Operating Expenses","Supplies","General Operating Expenses","90 Madison Ave","",""
"Lofty Holding 1518 Dille Road DAO LLC - Ohio 3-Prop-1321 Allendale Ave Operations-1138","January 21, 2026","SUMMITCOPTXOH","SUMMITCOPTXOH  |  WEB PMTS","-1246.7","Operating Expenses","Taxes","Property Taxes","1321 Allendale Ave","",""
"Lofty Holding 1518 Dille Road DAO LLC - Ohio 3-Prop-1321 Allendale Ave Operations-1138","January 21, 2026","OFFICIAL PAYMENT","OFFICIAL PAYMENT  |  WEB PMTS","-1","Operating Expenses","Taxes","General Operating Expenses","1321 Allendale Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","January 21, 2026","Lofty Holding 9919 S Oglesby Avenue DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 9919 S Oglesby Avenue DAO LLC  |  INTERNAL_TRANSFER","-200","Transfers & Other","Transfers Between Accounts","General Transfers & Other","9919 S Oglesby Ave","","Short-Term Loan"
"Lofty Holding 9919 S Oglesby Avenue DAO LLC-9919 S Oglesby Ave Operations-6771","January 21, 2026","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","200","Transfers & Other","Transfers Between Accounts","General Transfers & Other","9919 S Oglesby Ave","","Short-Term Loan"
"Zebra LFTY0476 DAO LLC - 9 Country Club Ln N-9 Country Club Ln Operations-0716","January 21, 2026","EVOLVE VACATION","EVOLVE VACATION  |  TRANSFER","1491.34","Revenue","Rents","Short Term Rents","9 Country Club Ln N","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 21, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  R7CMZYEA3L","317.55","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 21, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  7MGWXEDVRT","287.3","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 21, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  OQEDCAIJAK","470.66","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","January 21, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  OQEDCAIJAK","626.43","Revenue","Rents","Short Term Rents","86 Madison Ave","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","January 21, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  I4K6PWCV5J","1382.76","Revenue","Rents","Short Term Rents","90 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 21, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  I4K6PWCV5J","321.51","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","January 21, 2026","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  I4K6PWCV5J","233.9","Revenue","Rents","Short Term Rents","84 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 21, 2026","WALMART.COM 8009","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **0745","-96.98","Operating Expenses","Supplies","General Operating Expenses","88 Madison Ave","",""
"Checking-0000","January 20, 2026","Coinbase","COINBASE INC. 8244199E PPD ID: 1327000623","1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","22164 Umland Circle","","From Kraig Clark Lofty Account to reimburse for $9k water bill payment"
"Lofty Holding 9919 S Oglesby Avenue DAO LLC-9919 S Oglesby Ave Operations-6771","January 20, 2026","THE HOME DEPOT #","Purchase from THE HOME DEPOT #  |  Address: CHICAGO, IL, US  |  **2376","-126.21","Operating Expenses","Repairs","Repairs Supplies","9919 S Oglesby Ave","",""
"Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC-Lofty Holding 7542 & 7656 S Colfax Ave Operations-9094","January 20, 2026","Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC  |  INTERNAL_TRANSFER","197.82","Transfers & Other","Transfers Between Accounts","General Transfers & Other","7542 S Colfax Ave","",""
"Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC-7542 & 7656 S Colfax Ave Reserves-1057","January 20, 2026","Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC  |  INTERNAL_TRANSFER","-197.82","Transfers & Other","Transfers Between Accounts","General Transfers & Other","7542 S Colfax Ave","",""
"Earl Vanze Co-Faraday Rentals-4078","January 20, 2026","Wire from EARL VANZE QUIBIDO CO | ORIGINATING FI/COINBASE INC","Wire from EARL VANZE QUIBIDO CO | ORIGINATING FI/COINBASE INC","1127","Transfers & Other","Transfers Between Accounts","General Transfers & Other","22164 Umland Circle","","From Kraig Clark Lofty Account to reimburse for $9k water bill payment"
"ECO Systems, LLC-ECO Systems Operations-2624","January 20, 2026","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **4225","-3.72","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","85-104 Alawa Pl","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","January 20, 2026","THE HOME DEPOT #","Purchase from THE HOME DEPOT #  |  Address: CHICAGO, IL, US  |  **3294","-78.4","Operating Expenses","Repairs","Repairs Supplies"," 8143 S Sangamon St.","",""
"ECO Systems, LLC-Aligned Operations-5957","January 20, 2026","Aligned Properti","Aligned Properti  |  WEB PMTS","-312.48","Operating Expenses","Utilities","Water & Sewer","2094 W 34th Place","",""
"ECO Systems, LLC-Aligned Operations-5957","January 20, 2026","Aligned Properti","Aligned Properti  |  WEB PMTS","-500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","4920 E 110th St","",""
"ECO Systems, LLC-Aligned Operations-5957","January 20, 2026","Aligned Properti","Returned received ACH transaction #377824865 due to: Account has insufficient funds","500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","4920 E 110th St","",""
"ECO Systems, LLC-Aligned Operations-5957","January 20, 2026","Aligned Properti","Aligned Properti  |  WEB PMTS","-146.32","Operating Expenses","Utilities","Water & Sewer","3493 West 119th St","",""
"ECO Systems, LLC-Aligned Operations-5957","January 20, 2026","Aligned Properti","Aligned Properti  |  WEB PMTS","-178.22","Operating Expenses","Utilities","Water & Sewer","1432 Sara Ave.","",""
"ECO Systems, LLC-Aligned Operations-5957","January 20, 2026","Aligned Properti","Aligned Properti  |  WEB PMTS","-178.22","Operating Expenses","Utilities","Water & Sewer","918 Frederick Blvd","",""
"ECO Systems, LLC-Aligned Operations-5957","January 20, 2026","Aligned Properti","Aligned Properti  |  WEB PMTS","-2.15","Operating Expenses","Management Fees","General Operating Expenses","428 Cross St.","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","January 20, 2026","AIRBNB 4977","AIRBNB 4977  |  AIRBNB","175.4","Revenue","Rents","Short Term Rents","22164 Umland Circle","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","January 20, 2026","AIRBNB 4977","AIRBNB 4977  |  AIRBNB","761.09","Revenue","Rents","Short Term Rents","22164 Umland Circle","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","January 20, 2026","Starlink","Starlink, Starlink, Hawthorne, CA, US  |  **7248","-65","Operating Expenses","Utilities","Phone, Cable & Internet","22164 Umland Circle","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","January 20, 2026","AMAZON MKTPL*179AW0WL3","Purchase from AMAZON MKTPL*179AW0WL3  |  Address: Amzn.com/bill, WA, US  |  **2577","-36.7","Operating Expenses","Supplies","General Operating Expenses","88 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","January 20, 2026","EPCON LANE","Purchase from EPCON LANE  |  Address: 330-724-2473, OH, US  |  **5576","-214.92","Operating Expenses","Cleaning & Maintenance","General Operating Expenses","8708 Willard Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","January 20, 2026","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **4225","-217.68","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","85-104 Alawa Pl","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","January 20, 2026","ARCADIA","Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **8018","-251.67","Operating Expenses","Utilities","Gas & Electric","804 S Quitman St","",""
"ECO Systems, LLC-ECO Systems Operations-2624","January 19, 2026","VENMO *Betty Barish","VENMO *Betty Barish, Visa Direct, NY, US  |  **4225","-35","Operating Expenses","Legal & Other Professional Fees","Legal Fees","9919 S Oglesby Ave","","Notary Scrivener's Affidavit with Jerry Chu"
"ECO Systems, LLC-ECO Systems Operations-2624","January 19, 2026","VENMO *Larell Dunson","VENMO *Larell Dunson, Visa Direct, NY, US  |  **4225","-266.25","Operating Expenses","Repairs","Appliance Repairs","566 Nash St","","Stove connector repair"
"ECO Systems, LLC-ECO Systems Operations-2624","January 19, 2026","OSC - RISK SECURE","Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **4225","-277.52","Operating Expenses","Insurance","Rental Dwelling","2094 W 34th Place","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","January 18, 2026","FEDEX511917145","Purchase from FEDEX511917145  |  Address: 800-4633339, TN, US  |  **4243","-51.61","Operating Expenses","Auto & Travel","General Operating Expenses","84 Madison Ave","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","January 17, 2026","THE HOME DEPOT #","Purchase from THE HOME DEPOT #  |  Address: CHICAGO, IL, US  |  **3294","-13.75","Operating Expenses","Repairs","Repairs Supplies"," 8143 S Sangamon St.","",""
