Account,Date,Merchant,Description,Amount,Type,Category,Sub-category,Property,Unit,Notes
"ECO Systems, LLC-ECO Systems Operations-2624","March 05, 2025",Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,-1000,Property Transactions,Sale Proceeds,,86 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"March 05, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",2000,Transfers & Other,Owner Contributions/Distributions,,804 S Quitman St,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 05, 2025",Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,2000,Transfers & Other,Owner Contributions/Distributions,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 05, 2025",Wire to First Hawaii Title Corporation | NXHI0558834 EMD for 85104 Alawa Pl 96792,Wire to First Hawaii Title Corporation | NXHI0558834 EMD for 85104 Alawa Pl 96792,-4000,,,,85-104 Alawa Pl,,"EMD for 85-104 Alawa Pl Waianae, HI 96792"
"ECO Systems, LLC-ECO Systems Operations-2624","March 05, 2025",Wesley Babcock  |  TRANSFER_O,Wesley Babcock  |  TRANSFER_O,4000,Transfers & Other,Owner Contributions/Distributions,,85-104 Alawa Pl,,"EMD for 85-104 Alawa Pl Waianae, HI 96792"
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 05, 2025",CHOICE HOME WARRANTY,"Purchase from CHOICE HOME WARRANTY  |  Address: 888-5315403, NJ, US  |  **4425",-65,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",NEWREZ-SHELLPOIN,NEWREZ-SHELLPOIN  |  WEB PMTS |  0579768659,-480.38,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",NEWREZ-SHELLPOIN,NEWREZ-SHELLPOIN  |  WEB PMTS |  0579768659,-79.67,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",NEWREZ-SHELLPOIN,NEWREZ-SHELLPOIN  |  WEB PMTS |  0579768659,-120.51,,,,88 Madison Ave,,FHA Mortgage Insurance Premium
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",NEWREZ-SHELLPOIN,NEWREZ-SHELLPOIN  |  WEB PMTS |  0579768659,-127.33,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",NEWREZ-SHELLPOIN,NEWREZ-SHELLPOIN  |  WEB PMTS |  0579768659,-154.17,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",NEWREZ-SHELLPOIN,NEWREZ-SHELLPOIN  |  WEB PMTS |  0579768659,-732.96,Loan Payments & Capex,Mortgage Interest Payments,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",NEWREZ-SHELLPOIN,NEWREZ-SHELLPOIN  |  WEB PMTS |  0579768659,-349.82,Loan Payments & Capex,Mortgage Principal Payments,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  QJGA77ON6R,236.81,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  QJGA77ON6R,1777.6,,,,82 Madison Ave,,Reservation  (I. Herrera) charged to wrong acct.
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 04, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4243",-185.53,,,,84 Madison Ave,,Evan Chen purchase
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-120,,,,84 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 04, 2025",CASH APP*EARL VANZE CO,"CASH APP*EARL VANZE CO, Oakland, CA, US  |  **4164",-210,,,,86 Madison Ave,,"86.0 fridge acquisition and diagnosis, 86.1 swap"
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-1135,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-1323.88,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-1773.75,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-812.5,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,6000,Transfers & Other,Transfers Between Accounts,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 04, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-6000,Transfers & Other,Transfers Between Accounts,,84 Madison Ave,,*CHECK* OUTSTANDING
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-200,,,,84 Madison Ave,,84.2 2/24 Jasmine painted toe kicks and walls
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-1675,,,,84 Madison Ave,,"84.2 2/24 painting, 84.3 bath caulking, stairs, baseboard trims"
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-560,,,,84 Madison Ave,,84.2 2/21 wall prep and caulking
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-780,,,,84 Madison Ave,,"84.2 2/20 wall prep, window locks, 84.0 light"
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-11.25,,,,88 Madison Ave,,Snow salting
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-15,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-70,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 04, 2025",CASH APP*90 MADISON AVE,"CASH APP*90 MADISON AVE, Oakland, CA, US  |  **2339",-11.25,,,,90 Madison Ave,,90.2 tub recaulk 2/27
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-130,,,,88 Madison Ave,,Diagnosed electrical issue in 88.0 from 88.1 boiler
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 04, 2025",CASH APP*90 MADISON AVE,"CASH APP*90 MADISON AVE, Oakland, CA, US  |  **2339",-65,,,,90 Madison Ave,,90.2 pest control 2/24
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 04, 2025",CASH APP*90 MADISON AVE,"CASH APP*90 MADISON AVE, Oakland, CA, US  |  **2339",-410,,,,90 Madison Ave,,90.2 replace boiler
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 04, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **4243",-475,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 04, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **4243",-652.5,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 04, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **4243",-610,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 04, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **4243",-950,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 04, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **4243",-1075,,,,84 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 04, 2025",CASH APP*EARL VANZE CO,"CASH APP*EARL VANZE CO, Oakland, CA, US  |  **4164",-525,,,,86 Madison Ave,,"86.0 rear door, toilet 2/11"
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 04, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",10000,Transfers & Other,Owner Contributions/Distributions,,84 Madison Ave,,Loan for Rehab
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2025",Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,-10000,Transfers & Other,Owner Contributions/Distributions,,84 Madison Ave,,Loan for Rehab
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  GJQJF7RF2I,893.28,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  GJQJF7RF2I,183.14,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  PRLKTITYS7,193.39,,,,90 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  PRLKTITYS7,254.51,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  VOCTQCIH5P,43.35,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  QJGA77ON6R,442.09,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2025",VRBO,VRBO  |  PAYMENT,141.03,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 04, 2025",AMAZON MKTPL*E074H6YP3,"Purchase from AMAZON MKTPL*E074H6YP3  |  Address: Amzn.com/bill, WA, US  |  **3700",-5.34,,,,86 Madison Ave,,Washer Door Latch
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"March 04, 2025",CITYOFDENVERWAST,"Purchase from CITYOFDENVERWAST  |  Address: 720-913-1311, CO, US  |  **4190",-27,,,,804 S Quitman St,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2025",Earl Vanze Co  |  INTERNAL_TRANSFER,Earl Vanze Co  |  INTERNAL_TRANSFER,15000,Transfers & Other,Owner Contributions/Distributions,,804 S Quitman St,,Ian Haber via Gemini USDC
Earl Vanze Co-Faraday Rentals-4078,"March 03, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-15000,Transfers & Other,Transfers Between Accounts,,804 S Quitman St,,Ian Haber via Gemini USDC
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 03, 2025",Wesley Babcock  |  TRANSFER_O,Wesley Babcock  |  TRANSFER_O,2000,Transfers & Other,Owner Contributions/Distributions,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2025",VENMO  *Thomas Elardo,"VENMO  *Thomas Elardo, Visa Direct, NY, US  |  **4225",-65,,,,88 Madison Ave,,Diagnostic - 88.1 Boiler
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2025",Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER,Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER,65,Transfers & Other,Transfers Between Accounts,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 03, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-65,Transfers & Other,Transfers Between Accounts,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 03, 2025",VRBO,VRBO  |  PAYMENT,369.21,,,,88 Madison Ave,,
Earl Vanze Co-Faraday Rentals-4078,"March 03, 2025",Gemini Trust Com,Gemini Trust Com  |  GeminiPay,15000,Transfers & Other,Transfers Between Accounts,,804 S Quitman St,,Ian Haber via Gemini USDC
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  WZCHDKMCUY,336.59,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  WZCHDKMCUY,156.25,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  WZCHDKMCUY,1073.3,,,,90 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"March 03, 2025",Merch Mort Trust,Merch Mort Trust  |  Pymts,-4058.81,Loan Payments & Capex,Mortgage Interest Payments,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"March 03, 2025",Merch Mort Trust,Returned received ACH transaction #268616765 due to: Account has insufficient funds,4058.81,Loan Payments & Capex,Mortgage Interest Payments,,804 S Quitman St,,Payment Declined
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 03, 2025",SAMS CLUB #6630,"Purchase from SAMS CLUB #6630  |  Address: ARVADA, CO, US  |  **2577",-24.32,,,,88 Madison Ave,,In-Person Purchase
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 03, 2025",Amazon.com*726EE4S53,"Purchase from Amazon.com*726EE4S53  |  Address: Amzn.com/bill, WA, US  |  **4091",-5.94,,,,90 Madison Ave,,Washer Door Strikers
Lion LFTY0435 DAO LLC-804 S Quitman St Reserves-1601,"March 02, 2025",Interest February 2025,Interest February 2025,1.12,,,,804 S Quitman St,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 01, 2025",HOME OUTLET - 6296,"Purchase from HOME OUTLET - 6296  |  Address: SCHENECTADY, NY, US  |  **4243",-293.87,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 01, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: SCHENECTADY, NY, US  |  **4243",-88.92,,,,84 Madison Ave,,Evan Chen purchase
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2025",HULU,"HULU, HULU, SANTA MONICA, CA, US  |  **3073",-0.43,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2025",HULU,"HULU, HULU, SANTA MONICA, CA, US  |  **3073",-0.85,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2025",HULU,"HULU, HULU, SANTA MONICA, CA, US  |  **3073",-1.71,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-18.22,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-18.22,,,,3560 Saint Albans Rd,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-54.67,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-72.89,,,,88 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","February 28, 2025",Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,-400,Transfers & Other,Transfers Between Accounts,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",400,Transfers & Other,Transfers Between Accounts,,84 Madison Ave,,*CHECK* OUTSTANDING
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 28, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: LAKEWOOD, CO, US  |  **6267",-833.02,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  QBWWVBZBXY,409.29,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 28, 2025",NGRID36,NGRID36  |  NGRID36,-38.54,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 28, 2025",ARCADIA,"Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **9445",-575.6,,,,90 Madison Ave,,Unit 90.1
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 28, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-186.8,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 27, 2025",THE HOME DEPOT #1262,"Purchase from THE HOME DEPOT #1262  |  Address: ALBANY, NY, US  |  **4164",-41.38,,,,84 Madison Ave,,*CHECK* Wall Materials for 84.2
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 27, 2025",THE HOME DEPOT #1262,"Purchase from THE HOME DEPOT #1262  |  Address: ALBANY, NY, US  |  **4243",-149.96,,,,84 Madison Ave,,Wall Materials for 84.2
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 26, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  CJHOVMGRF6,462.2,,,,86 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 26, 2025",QUANTUM FIBER,QUANTUM FIBER  |  QUANTUM FI,-50,,,,804 S Quitman St,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 25, 2025",WCI*COUNTY WASTE CP CO,"Purchase from WCI*COUNTY WASTE CP CO  |  Address: 518-877-7007, NY, US  |  **8666",-153.21,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 25, 2025",WCI*COUNTY WASTE CP CO,"Purchase from WCI*COUNTY WASTE CP CO  |  Address: 518-877-7007, NY, US  |  **8666",-153.21,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 25, 2025",WCI*COUNTY WASTE CP CO,"Purchase from WCI*COUNTY WASTE CP CO  |  Address: 518-877-7007, NY, US  |  **8666",-153.2,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 25, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  O3UHCC3M2U,488.14,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 25, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  G3BU6WKK5H,995.89,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 25, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  UNQLCQCCL4,382.61,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 25, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  UNQLCQCCL4,1431.46,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 25, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  23LGRQ7NXM,208.38,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 25, 2025",VRBO,VRBO  |  PAYMENT,555.39,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 25, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **4243",-650.55,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 25, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **4243",-575,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","February 25, 2025",GOODWILL 1043 - GOLDEN,"Purchase from GOODWILL 1043 - GOLDEN  |  Address: GOLDEN, CO, US  |  **4225",-37.99,,,,804 S Quitman St,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 24, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **1539",-222.5,,,,90 Madison Ave,,Pest control supplies
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 24, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4243",-24.35,,,,84 Madison Ave,,Evan Chen purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 24, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-114.11,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 24, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-150.33,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 23, 2025","NARWALL Holdings, LLC  |  INTERNAL_TRANSFER","NARWALL Holdings, LLC  |  INTERNAL_TRANSFER",4000,Transfers & Other,Owner Contributions/Distributions,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 23, 2025",Amazon.com*VJ7K74BS3,"Purchase from Amazon.com*VJ7K74BS3  |  Address: Amzn.com/bill, WA, US  |  **6267",-126.81,,,,804 S Quitman St,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 23, 2025",SAMSCLUB.COM,"Purchase from SAMSCLUB.COM  |  Address: 888-746-7726, AR, US  |  **2577",-38.84,,,,88 Madison Ave,,Trash Bags
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 23, 2025",THE HOME DEPOT #1508,"Purchase from THE HOME DEPOT #1508  |  Address: LITTLETON, CO, US  |  **6267",-53.93,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 22, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: DENVER, CO, US  |  **6267",-326.36,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 22, 2025","Withdraw at SUNOCOSHANT -U00, 3065 HAMBURG  ST  |  Address: SCHENECTADY, NY, US  |  **4243","Withdraw at SUNOCOSHANT -U00, 3065 HAMBURG  ST  |  Address: SCHENECTADY, NY, US  |  **4243",-400,,,,84 Madison Ave,,"Labor for walls, painting"
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 22, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-17.77,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
,"February 21, 2025",Draw #3,Draw #3,-37591,,,,804 S Quitman St,,Draw #2 from Merchants to Elevated Home Remodeling LLC
,"February 21, 2025",Draw #3,Draw #3,37591,Property Transactions,Other Loan Disbursements Received,,804 S Quitman St,,Draw #3
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 21, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4425",-21.55,,,,90 Madison Ave,,Rock Salt x5
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 21, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4425",-21.55,,,,88 Madison Ave,,Rock Salt x5
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 21, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4425",-21.54,,,,86 Madison Ave,,Rock Salt x5
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 21, 2025",LOWE'S #2419,"Purchase from LOWE'S #2419  |  Address: LITTLETON, CO, US  |  **6267",-82,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 21, 2025","Withdraw at STORE #152-A-K29, 5205 WEST ALAMEDA  |  Address: LAKEWOOD, CO, US  |  **6267","Withdraw at STORE #152-A-K29, 5205 WEST ALAMEDA  |  Address: LAKEWOOD, CO, US  |  **6267",-303.5,,,,804 S Quitman St,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 21, 2025",HARBOR FREIGHT T,"Purchase from HARBOR FREIGHT T  |  Address: ALBANY, NY, US  |  **4243",-19.43,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 21, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4243",-196.24,,,,84 Madison Ave,,Evan Chen purchase
